token,farmerline_count,phoneme_dataset_count,in_farmerline,in_phoneme_dataset,unicode_name,unicode_category
nkronnkron,1,0,True,False,,
nkrɔfo,3,0,True,False,,
nkrɔfoɔ,1,0,True,False,,
nkrɔn,2,0,True,False,,
nkum,0,1,False,True,,
nkunim,3,0,True,False,,
nkuraa,0,2,False,True,,
nkuran,8,0,True,False,,
nkuranhye,1,0,True,False,,
nkuranya,1,0,True,False,,
nkuro,0,12,False,True,,
nkuro.,0,1,False,True,,
"nkurukyireeɛ,",0,1,False,True,,
nkurɔfo,11,0,True,False,,
nkurɔfokuo,0,2,False,True,,
nkurɔfoɔ,18,3,True,True,,
nkutoo,1,0,True,False,,
nkwa,10,15,True,True,,
"nkwa,",0,7,False,True,,
nkwa.,0,5,False,True,,
nkwagyeda,1,0,True,False,,
nkwagyeɛ,1,2,True,True,,
nkwagyeɛ.,0,2,False,True,,
nkwaseasɛm,0,1,False,True,,
nkwaseasɛm.,0,2,False,True,,
nkyea,0,1,False,True,,
nkyekyem,13,0,True,False,,
nkyekyemu,1,0,True,False,,
nkyekym,1,0,True,False,,
nkyekymu,2,0,True,False,,
nkyekyɛm,71,0,True,False,,
nkyekyɛmu,113,0,True,False,,
nkyene,1,2,True,True,,
"nkyene,",0,1,False,True,,
nkyerɛ,2,3,True,True,,
nkyerɛ.,0,1,False,True,,
nkyerɛkyerɛ,6,0,True,False,,
"nkyerɛkyerɛ,",0,3,False,True,,
nkyerɛkyerɛmu,2,0,True,False,,
nkyerɛwee,2,0,True,False,,
nkyia,1,0,True,False,,
nkyimiiɛ,0,2,False,True,,
nkyiresua,0,1,False,True,,
nkyirimma,0,1,False,True,,
nkyɛ,0,1,False,True,,
nkyɛkyɛm,1,0,True,False,,
nkyɛmu,1,1,True,True,,
nkyɛn,12,38,True,True,,
"nkyɛn,",0,12,False,True,,
nkyɛn.,0,3,False,True,,
nkɔ,2,8,True,True,,
"nkɔ,",0,1,False,True,,
nkɔ.,0,1,False,True,,
nkɔbɔ,0,2,False,True,,
nkɔduru,0,1,False,True,,
nkɔfa,0,2,False,True,,
nkɔhwehwɛ,0,1,False,True,,
nkɔka,0,1,False,True,,
"nkɔko,",0,1,False,True,,
nkɔkoaa,0,1,False,True,,
nkɔkoraa,0,1,False,True,,
nkɔkoto,0,1,False,True,,
nkɔm,1,2,True,True,,
nkɔm.,0,3,False,True,,
nkɔmhyɛ,6,0,True,False,,
nkɔmmɔ,3,0,True,False,,
nkɔmmɔbɔ.,0,1,False,True,,
nkɔnmu,0,1,False,True,,
nkɔnsɔnkɔnsɔn,0,2,False,True,,
nkɔntorɔ,0,1,False,True,,
nkɔnya,1,0,True,False,,
nkɔsi,2,1,True,True,,
nkɔsom,0,1,False,True,,
nkɔsoɔ,1,1,True,True,,
nkɔtɔkorɔ,0,2,False,True,,
nkɔyi,0,1,False,True,,
nkɛntɛn,0,1,False,True,,
nna,5,18,True,True,,
"nna,",0,1,False,True,,
nna;,0,1,False,True,,
nnaay,1,0,True,False,,
nnakɛmu,1,0,True,False,,
nnamfo,7,0,True,False,,
nnamfo.,0,1,False,True,,
nnamfoɔ,2,0,True,False,,
nnamso,1,0,True,False,,
nnamyɛ,0,1,False,True,,
nnan,15,5,True,True,,
"nnan,",0,1,False,True,,
nnan.,0,1,False,True,,
nnan;,0,1,False,True,,
nnane,0,3,False,True,,
nnansa,1,2,True,True,,
nnansia,0,1,False,True,,
"nnanson,",0,2,False,True,,
nnante,1,1,True,True,,
nnanu,0,1,False,True,,
nnapɔnna,0,2,False,True,,
nnawɔtwe,0,2,False,True,,
nne,2,10,True,True,,
"nne,",0,1,False,True,,
nnebɔne,0,1,False,True,,
nnebɔneyɛfoɔ,0,3,False,True,,
nneduafoɔ,0,1,False,True,,
nnesoa.,0,1,False,True,,
nneyɛeɛ,1,0,True,False,,
nneyɛeɛ.,0,1,False,True,,
nneyɛɛ,1,6,True,True,,
nneɛma,39,0,True,False,,
nnfa,1,0,True,False,,
nnhu,1,0,True,False,,
nnhwehwɛ,0,1,False,True,,
nni,27,35,True,True,,
nni!,0,1,False,True,,
"nni,",0,1,False,True,,
nni;,0,1,False,True,,
nnii,0,1,False,True,,
nnim,0,2,False,True,,
"nnim,",0,2,False,True,,
nnipa,29,27,True,True,,
"nnipa,",0,1,False,True,,
nnipa.,0,1,False,True,,
nnipakuo,1,0,True,False,,
nniɛma,1,0,True,False,,
"nnka,",0,1,False,True,,
nnkame,1,1,True,True,,
nnkyerɛ,1,0,True,False,,
nnkɔ,0,1,False,True,,
nnna,0,1,False,True,,
"nnna,",0,1,False,True,,
nnni,0,2,False,True,,
nnomaa,1,4,True,True,,
nnome,0,3,False,True,,
nnommrifoɔ,1,0,True,False,,
nnommum,0,1,False,True,,
nnoɔma,4,10,True,True,,
nnoɔma.,0,1,False,True,,
nntena,0,1,False,True,,
nntie,0,1,False,True,,
nntutu.,0,1,False,True,,
nnua,2,2,True,True,,
nnuadɔ,1,0,True,False,,
nnuane,1,1,True,True,,
"nnuane,",0,1,False,True,,
nnuanom,7,0,True,False,,
nnuasene,0,1,False,True,,
nnue!,0,1,False,True,,
"nnue,",0,1,False,True,,
nnue.,0,1,False,True,,
"nnuku,",0,1,False,True,,
nnum,16,4,True,True,,
nnum.,0,4,False,True,,
nnuma,1,0,True,False,,
nnwammaa,0,1,False,True,,
nnwan,1,5,True,True,,
nnwane,0,2,False,True,,
nnwanhwɛfoɔ,0,1,False,True,,
nnwankuo,0,1,False,True,,
nnwanten,0,3,False,True,,
nnwanyɛnfoɔ,0,1,False,True,,
nnware,0,1,False,True,,
"nnweneho,",0,1,False,True,,
"nnwinneɛ,",0,2,False,True,,
nnwo,1,0,True,False,,
nnwo.,0,1,False,True,,
nnwom,4,1,True,True,,
"nnwu,",0,1,False,True,,
nnwu.,0,1,False,True,,
nnwuma,10,1,True,True,,
"nnwuma,",0,1,False,True,,
nnya,4,5,True,True,,
nnyae,1,0,True,False,,
"nnyae,",0,1,False,True,,
nnyam,1,0,True,False,,
nnyama,1,0,True,False,,
nnyansramma,0,1,False,True,,
nnye,6,1,True,True,,
"nnye,",0,1,False,True,,
nnye.,0,1,False,True,,
nnyi,1,0,True,False,,
nnyina,0,1,False,True,,
nnyinasosɛm,3,0,True,False,,
nnyinasoɔ,1,7,True,True,,
nnyua,1,0,True,False,,
nnyumekuo,1,0,True,False,,
nnyɛ,6,2,True,True,,
nnyɛma,1,0,True,False,,
nnɔ,1,0,True,False,,
nnɔnhwerew,1,0,True,False,,
nnɔɔso,2,1,True,True,,
nnɛ,9,7,True,True,,
"nnɛ,",0,1,False,True,,
nnɛpa,1,0,True,False,,
no,807,771,True,True,,
no!,0,2,False,True,,
"no,",0,196,False,True,,
no.,0,76,False,True,,
no:,0,3,False,True,,
no;,0,13,False,True,,
no?,0,4,False,True,,
noa,0,1,False,True,,
nohoa,0,2,False,True,,
nohoa.,0,1,False,True,,
nokore,2,0,True,False,,
nokoredie,1,0,True,False,,
nokorɛ,4,11,True,True,,
nokorɛ.,0,1,False,True,,
nokorɛdie,0,1,False,True,,
nokwadie,2,0,True,False,,
nokwafo,2,0,True,False,,
nokwafoɔ,5,3,True,True,,
nokware,23,0,True,False,,
nokwaredie,1,0,True,False,,
nokwasɛm,5,0,True,False,,
nom,4,0,True,False,,
"nomee,",0,2,False,True,,
november,1,0,True,False,,
now,1,0,True,False,,
nron,1,0,True,False,,
nsa,12,34,True,True,,
"nsa,",0,3,False,True,,
nsa-kyi-amena,0,1,False,True,,
nsa.,0,6,False,True,,
nsaano,1,0,True,False,,
nsabuo,0,2,False,True,,
nsahyɛfoɔ,0,1,False,True,,
nsakra,1,0,True,False,,
nsakraeɛ,3,0,True,False,,
nsakyerae,1,0,True,False,,
nsakyeraeɛ.,0,1,False,True,,
"nsakyeraho,",0,1,False,True,,
nsam,0,4,False,True,,
"nsam,",0,4,False,True,,
nsam.,0,6,False,True,,
"nsamanseɛ,",0,1,False,True,,
nsane,0,2,False,True,,
nsania,0,1,False,True,,
nsanom,1,0,True,False,,
nsase,0,5,False,True,,
nsateaa,0,2,False,True,,
"nsekudie,",0,1,False,True,,
nsekuro,0,1,False,True,,
nsem,2,0,True,False,,
nsemmisa,1,0,True,False,,
nsene,0,1,False,True,,
nsennenn,1,0,True,False,,
nsensan,1,0,True,False,,
nshiamu,1,0,True,False,,
nsi,2,4,True,True,,
nsi;,0,1,False,True,,
nsia,30,2,True,True,,
nsia;,0,1,False,True,,
nsiane,0,2,False,True,,
nsiansia,1,0,True,False,,
nsisie,0,2,False,True,,
nsisimu,0,1,False,True,,
nso,94,63,True,True,,
"nso,",0,10,False,True,,
nso.,0,4,False,True,,
nso;,0,2,False,True,,
nsohweɛ,1,0,True,False,,
nsom,2,0,True,False,,
nson,23,4,True,True,,
nson.,0,3,False,True,,
nson;,0,1,False,True,,
nsonsonoeɛ,1,0,True,False,,
nsosɔeɛ,0,1,False,True,,
nsra,0,1,False,True,,
nsraban,0,7,False,True,,
nsrammaboɔ,0,1,False,True,,
nsu,1,4,True,True,,
nsua,1,1,True,True,,
nsubɔntene,0,1,False,True,,
nsumo,1,0,True,False,,
nsuo,2,19,True,True,,
nsuo!,0,1,False,True,,
nsuom,1,0,True,False,,
nsuro,0,3,False,True,,
nsuroo,0,1,False,True,,
nsusui,1,0,True,False,,
nsusuiɛ,0,1,False,True,,
nsusuoyɛ,1,0,True,False,,
nsuyire,0,1,False,True,,
nsɔ,2,0,True,False,,
nsɔre,0,1,False,True,,
nsɛm,30,22,True,True,,
nsɛm.,0,1,False,True,,
nsɛmbisa,1,0,True,False,,
nsɛmmisa,1,0,True,False,,
nsɛnhunu,0,1,False,True,,
nsɛnkyerɛnne,1,0,True,False,,
nsɛnkyerɛnneɛ,0,4,False,True,,
"nsɛnkyerɛnneɛ,",0,1,False,True,,
nsɛnsɛn,1,0,True,False,,
nsɛpɛ,0,1,False,True,,
nsɛsa,1,0,True,False,,
nsɛso.,0,1,False,True,,
nsɛsoɔ,0,2,False,True,,
nta.,0,1,False,True,,
ntaa,1,0,True,False,,
ntaaboɔ,0,6,False,True,,
ntaban,0,1,False,True,,
ntadehyɛ,1,0,True,False,,
ntadeɛ,0,6,False,True,,
"ntadeɛ,",0,4,False,True,,
ntafowayifoɔ,0,1,False,True,,
ntafoɔ,1,0,True,False,,
ntam,5,10,True,True,,
"ntam,",0,5,False,True,,
ntam.,0,2,False,True,,
ntama,1,0,True,False,,
ntamadan,1,0,True,False,,
ntasuo,1,1,True,True,,
nte,1,5,True,True,,
"nte,",0,1,False,True,,
nte.,0,1,False,True,,
nteamu,0,1,False,True,,
"nteamu,",0,1,False,True,,
ntease,1,0,True,False,,
nteaseɛ,2,0,True,False,,
nteaseɛ.,0,1,False,True,,
nteaseɛnam,0,1,False,True,,
"nteaseɛnam,",0,1,False,True,,
ntebea,1,0,True,False,,
nteeɛ,0,1,False,True,,
ntem,1,0,True,False,,
ntena,0,1,False,True,,
"ntentan,",0,1,False,True,,
ntentenso,1,0,True,False,,
"ntentensoɔ,",0,1,False,True,,
nteredee,0,1,False,True,,
ntereho,0,1,False,True,,
nteteeɛ,1,0,True,False,,
nteteeɛ.,0,1,False,True,,
nteɛ,0,1,False,True,,
nteɛso,1,0,True,False,,
nti,69,29,True,True,,
nti!,0,1,False,True,,
"nti,",0,12,False,True,,
nti.,0,3,False,True,,
nti:,0,1,False,True,,
nti;,0,2,False,True,,
ntia,1,2,True,True,,
ntiasoɔ.,0,1,False,True,,
ntie,1,0,True,False,,
"ntie,",0,1,False,True,,
ntim,0,3,False,True,,
ntim.,0,1,False,True,,
ntira!,0,1,False,True,,
ntira.,0,1,False,True,,
ntira;,0,1,False,True,,
nto,1,2,True,True,,
"nto,",0,1,False,True,,
ntoa,0,2,False,True,,
"ntoaa,",0,1,False,True,,
ntoaeɛ,0,2,False,True,,
ntoatoasoɔ,0,6,False,True,,
ntoboa,1,0,True,False,,
ntoboaseɛ,1,0,True,False,,
ntoma,2,5,True,True,,
"ntomaban,",0,1,False,True,,
ntomadan,0,8,False,True,,
ntomadan.,0,1,False,True,,
ntonto,0,3,False,True,,
"ntonto,",0,1,False,True,,
ntotɔeɛ,0,2,False,True,,
ntraso,1,0,True,False,,
ntroto,1,0,True,False,,
ntrɛm,1,0,True,False,,
ntu,1,0,True,False,,
ntuboa,0,1,False,True,,
ntumi,2,1,True,True,,
"nturo,",0,1,False,True,,
ntutummɛ,0,1,False,True,,
"ntutummɛ,",0,1,False,True,,
ntutummɛ?,0,1,False,True,,
ntwa,1,1,True,True,,
ntwaa,1,0,True,False,,
ntwam,1,0,True,False,,
ntwamutam,0,1,False,True,,
ntwe,0,1,False,True,,
ntwea,0,1,False,True,,
ntweaban,0,1,False,True,,
"ntweaban,",0,1,False,True,,
ntweaso,0,2,False,True,,
ntweneduro.,0,1,False,True,,
ntwerɛeɛ,1,0,True,False,,
ntwoma.,0,1,False,True,,
ntwonoo,0,4,False,True,,
ntwɛn,1,1,True,True,,
ntɔ,3,1,True,True,,
ntɔatoasoɔ,1,0,True,False,,
ntɔkwasɛm,0,1,False,True,,
ntɔn,1,0,True,False,,
ntɔteboa,0,1,False,True,,
ntɔɔ,0,1,False,True,,
ntɛ,1,0,True,False,,
ntɛm,8,7,True,True,,
"ntɛm,",0,2,False,True,,
ntɛm;,0,1,False,True,,
"ntɛnkyea,",0,1,False,True,,
ntɛtɛ,0,1,False,True,,
ntɛtɛ.,0,1,False,True,,
nua,5,11,True,True,,
"nua,",0,1,False,True,,
nuabaa,0,3,False,True,,
"nuabaa,",0,1,False,True,,
nuanom,21,8,True,True,,
"nuanom,",0,2,False,True,,
nufoɔ,1,0,True,False,,
num,10,0,True,False,,
nuyam,1,0,True,False,,
nwankwan,1,0,True,False,,
nwanwa,0,1,False,True,,
"nwanwa,",0,1,False,True,,
"nwanwani,",0,1,False,True,,
nware,1,0,True,False,,
nwera,0,1,False,True,,
nwi,0,1,False,True,,
nwi;,0,1,False,True,,
nwom,1,0,True,False,,
nwoma,24,5,True,True,,
nwomawa,1,0,True,False,,
nwononwono,0,1,False,True,,
nwonwa,1,0,True,False,,
nwotwe,2,0,True,False,,
nwu;,0,1,False,True,,
nwui.,0,1,False,True,,
nwunu,0,2,False,True,,
"nwunu,",0,1,False,True,,
nwyan,1,0,True,False,,
nwɔtwe,25,0,True,False,,
"nwɔtwe,",0,2,False,True,,
nwɔtwe.,0,3,False,True,,
nya,6,2,True,True,,
nyaa,6,2,True,True,,
nyadeɛ,1,0,True,False,,
nyae,1,0,True,False,,
nyaeɛ,1,0,True,False,,
nyamesom,2,0,True,False,,
nyamessum,1,0,True,False,,
nyamesuro,1,0,True,False,,
nyamesurofoɔ,0,1,False,True,,
nyan,1,0,True,False,,
"nyane,",0,2,False,True,,
nyankontɔn,0,2,False,True,,
nyankopɔn,22,70,True,True,,
"nyankopɔn,",0,6,False,True,,
nyankopɔn.,0,4,False,True,,
nyansa,9,10,True,True,,
"nyansa,",0,1,False,True,,
nyansafoɔ,0,2,False,True,,
nyansakyere,1,0,True,False,,
"nyera,",0,1,False,True,,
nyerɛɛ,0,1,False,True,,
nyi,1,3,True,True,,
nyia,1,0,True,False,,
nyinaa,58,136,True,True,,
"nyinaa,",0,32,False,True,,
nyinaa.,0,21,False,True,,
nyinaa:,0,1,False,True,,
nyinaa;,0,2,False,True,,
nyinasosɛm,2,0,True,False,,
nyini,2,1,True,True,,
nyini.,0,1,False,True,,
nywie,2,0,True,False,,
nyɛ,6,14,True,True,,
o,4,3,True,True,,
obehunu,1,0,True,False,,
obetumi,1,0,True,False,,
obi,29,12,True,True,,
obiara,10,15,True,True,,
"obiara,",0,2,False,True,,
obimpofoɔ,1,0,True,False,,
obonini,0,1,False,True,,
"obonini,",0,1,False,True,,
obosuo,0,1,False,True,,
obot,0,1,False,True,,
obuo,1,0,True,False,,
obɛhwɛ,1,0,True,False,,
obɛnya,1,0,True,False,,
october,3,0,True,False,,
ode,1,0,True,False,,
odeduani,0,1,False,True,,
odi,6,0,True,False,,
odie,1,0,True,False,,
odiyifo,1,0,True,False,,
odiyifoɔ,3,6,True,True,,
odiyifoɔ.,0,1,False,True,,
odwamamfoɔ,0,1,False,True,,
odwan,0,2,False,True,,
odwanefoɔ,0,1,False,True,,
odwanhwɛfoɔ.,0,1,False,True,,
odwen,1,0,True,False,,
odwennini,0,2,False,True,,
odwumfoɔ,0,1,False,True,,
of,2,0,True,False,,
ofi,3,0,True,False,,
ofim,1,0,True,False,,
ofra,0,2,False,True,,
"og,",0,1,False,True,,
ogya,0,9,False,True,,
ogyaframa.,0,1,False,True,,
oh,1,0,True,False,,
ohaw,1,0,True,False,,
ohia,1,0,True,False,,
ohiani,1,3,True,True,,
ohiani.,0,1,False,True,,
ohoni,0,1,False,True,,
ohu,4,0,True,False,,
ohunu,2,0,True,False,,
ohunu.,0,1,False,True,,
ohusiee,1,0,True,False,,
ohuu,5,0,True,False,,
ohwam,0,1,False,True,,
okristoni,0,1,False,True,,
okromfo,1,0,True,False,,
okum,0,2,False,True,,
okumfoɔ.,0,1,False,True,,
okunafoɔ,0,1,False,True,,
okunu,1,0,True,False,,
okuo,0,2,False,True,,
okwampaeɛfoɔ,1,0,True,False,,
okwan,1,0,True,False,,
okyi,1,0,True,False,,
omri,0,1,False,True,,
omumuyɛfoɔ,0,1,False,True,,
one,2,0,True,False,,
"onesimo,",0,1,False,True,,
onia,2,0,True,False,,
onifirani,0,2,False,True,,
"onifirani,",0,1,False,True,,
onihahfoɔ,1,0,True,False,,
onim,3,0,True,False,,
onipa,8,24,True,True,,
"onipa,",0,1,False,True,,
onipahunu.,0,1,False,True,,
onipakumfoɔ,1,0,True,False,,
onmua,1,0,True,False,,
onni,1,0,True,False,,
onokwafoɔ,1,0,True,False,,
onom,1,0,True,False,,
ontie,1,0,True,False,,
ontumi,1,0,True,False,,
onua,13,1,True,True,,
onuabaa,1,0,True,False,,
onuawa,4,0,True,False,,
onya,2,0,True,False,,
onyaa,1,0,True,False,,
onyame,1,1,True,True,,
onyankopɔn,79,30,True,True,,
"onyankopɔn,",0,4,False,True,,
onyankopɔn.,0,2,False,True,,
onyankopɔn:,0,1,False,True,,
onyansafoɔ,0,3,False,True,,
onyansafufo,1,0,True,False,,
onyinkyerɛ,0,1,False,True,,
"oo,",0,6,False,True,,
opempem,1,0,True,False,,
opiani,0,1,False,True,,
opianin,1,0,True,False,,
oreye,1,0,True,False,,
org,2,0,True,False,,
orgtw,1,0,True,False,,
osii,1,0,True,False,,
osu,1,0,True,False,,
osua,1,0,True,False,,
osuani,2,2,True,True,,
osuhyɛ,0,1,False,True,,
osuo,0,1,False,True,,
osutɔ,0,1,False,True,,
otie,1,0,True,False,,
otukorɔ,0,2,False,True,,
otumi,6,0,True,False,,
owia,1,6,True,True,,
owifoɔ,0,1,False,True,,
owofoɔ,1,0,True,False,,
owu,3,0,True,False,,
owudini,0,1,False,True,,
owufoɔ,0,1,False,True,,
owuo,4,1,True,True,,
owura,0,1,False,True,,
owusɔre,2,0,True,False,,
owusɔreɛ,1,1,True,True,,
owuyadeɛ,0,2,False,True,,
"owuyareɛ,",0,1,False,True,,
oyi,1,3,True,True,,
oyima,0,1,False,True,,
pa,25,17,True,True,,
"pa,",0,1,False,True,,
pa.,0,1,False,True,,
paa,40,0,True,False,,
paae,1,0,True,False,,
paanoo,1,1,True,True,,
paanoo.,0,1,False,True,,
paara,1,0,True,False,,
pae,1,0,True,False,,
paee,1,0,True,False,,
pagyaa,0,1,False,True,,
pam,0,1,False,True,,
pamm,0,1,False,True,,
pancake,1,0,True,False,,
panin,0,4,False,True,,
paninnie,0,1,False,True,,
panyin,1,0,True,False,,
papa,9,0,True,False,,
"papa,",0,1,False,True,,
papaapa,1,0,True,False,,
papo,0,1,False,True,,
paradeise,2,0,True,False,,
paradise,2,0,True,False,,
paripari,0,1,False,True,,
"pasapasa,",0,1,False,True,,
pata,0,1,False,True,,
"patubiaa,",0,1,False,True,,
"patukɛseɛ,",0,1,False,True,,
paul,11,0,True,False,,
paulo,9,10,True,True,,
pefee,1,1,True,True,,
pekahia,0,1,False,True,,
peleg,0,1,False,True,,
pen,1,0,True,False,,
pene,0,1,False,True,,
penee,1,0,True,False,,
pentekoste;,0,1,False,True,,
people,1,0,True,False,,
pere,1,0,True,False,,
peres,0,1,False,True,,
persia,2,0,True,False,,
pete,0,1,False,True,,
petee,0,2,False,True,,
peteeɛ,0,2,False,True,,
petro,14,3,True,True,,
"petro,",0,1,False,True,,
petro.,0,1,False,True,,
phone,1,0,True,False,,
pia,0,2,False,True,,
piae,1,0,True,False,,
pii,36,4,True,True,,
"pii,",0,2,False,True,,
pii;,0,1,False,True,,
pintinn,3,0,True,False,,
pintinn.,0,1,False,True,,
pira,0,1,False,True,,
piraa,0,1,False,True,,
pirimii,0,1,False,True,,
pisga,0,1,False,True,,
piti.,0,1,False,True,,
po,3,5,True,True,,
poetzinger,2,0,True,False,,
poma,0,2,False,True,,
ponkɛseɛ,0,2,False,True,,
pono,0,10,False,True,,
"pono,",0,1,False,True,,
"popo,",0,1,False,True,,
porkio,0,1,False,True,,
posa,0,1,False,True,,
poɔ,0,1,False,True,,
pradada,0,1,False,True,,
prako,0,1,False,True,,
prɛ,1,0,True,False,,
"prɛko,",0,1,False,True,,
publio,0,1,False,True,,
puebea,0,1,False,True,,
puo,0,1,False,True,,
"pur,",0,1,False,True,,
pura,0,1,False,True,,
putuo,0,1,False,True,,
pɔ,2,0,True,False,,
pɔnkɔ,1,0,True,False,,
pɔso,2,0,True,False,,
pɔtee,3,0,True,False,,
pɔtɔfoɔ,1,0,True,False,,
pɔɔlo,1,0,True,False,,
pɛ,31,0,True,False,,
"pɛ,",0,2,False,True,,
pɛn,1,0,True,False,,
"pɛpɛ,",0,1,False,True,,
pɛpɛɛpɛ,6,0,True,False,,
"pɛpɛɛpɛ,",0,2,False,True,,
pɛpɛɛpɛ.,0,1,False,True,,
pɛsɛmenkomenya,1,0,True,False,,
pɛsɛmenkominya,1,0,True,False,,
pɛsɛɛ,0,1,False,True,,
pɛyɛ,1,3,True,True,,
pɛyɛ.,0,1,False,True,,
pɛɛ,1,2,True,True,,
pɛɛ.,0,1,False,True,,
qixiang,1,0,True,False,,
questions,1,0,True,False,,
"rabi,",0,1,False,True,,
rabsake,0,1,False,True,,
rafael,1,0,True,False,,
rahel,0,3,False,True,,
"rahel,",0,1,False,True,,
ram,0,1,False,True,,
"ramot-gilead,",0,1,False,True,,
ramot-gilead.,0,1,False,True,,
reba,3,2,True,True,,
rebeka,1,0,True,False,,
rebisa,1,0,True,False,,
rebɔ,2,0,True,False,,
rebɛgye,0,1,False,True,,
rebɛhyɛne,0,1,False,True,,
rebɛn.,0,1,False,True,,
rebɛpata,0,1,False,True,,
redi,1,2,True,True,,
refiri,0,1,False,True,,
rehoboam,1,1,True,True,,
rehu,0,1,False,True,,
rehunta,0,1,False,True,,
rehwɛ,2,1,True,True,,
rehye,0,1,False,True,,
reka,5,3,True,True,,
rekasa,1,1,True,True,,
"rekasa,",0,1,False,True,,
reko,0,1,False,True,,
rekorɔ,0,1,False,True,,
rekyekye,1,0,True,False,,
rekyerɛ,2,0,True,False,,
rekyerɛkyerɛ,0,1,False,True,,
rekɔda,1,0,True,False,,
rekɔhyɛ,0,1,False,True,,
rekɔkɔ,1,0,True,False,,
remma,0,2,False,True,,
remmma,0,1,False,True,,
remmua,0,1,False,True,,
renharan.,0,1,False,True,,
renhu,0,1,False,True,,
"renhyerɛn,",0,1,False,True,,
"renkɔ,",0,1,False,True,,
renni,0,1,False,True,,
rensane.,0,1,False,True,,
rento,0,1,False,True,,
rentumi,1,0,True,False,,
rentɔ,0,1,False,True,,
renyɛ,0,2,False,True,,
repore,0,1,False,True,,
republic,1,0,True,False,,
repɛ,0,1,False,True,,
"retu,",0,1,False,True,,
retwam,1,0,True,False,,
reu,0,1,False,True,,
rewɛn,0,1,False,True,,
rewɛn;,0,1,False,True,,
reyi,0,1,False,True,,
reyɛ,5,2,True,True,,
romafo,3,0,True,False,,
romafoɔ,7,1,True,True,,
romafɔ,1,0,True,False,,
romanfoɔ,1,0,True,False,,
romani,1,0,True,False,,
rosa,1,0,True,False,,
ruben,0,3,False,True,,
rubenfoɔ,0,1,False,True,,
russia,1,0,True,False,,
rutherford,1,0,True,False,,
rɛ,1,0,True,False,,
rɛpa,1,0,True,False,,
s,9,0,True,False,,
sa,3,3,True,True,,
saa,93,21,True,True,,
"saa,",0,1,False,True,,
saa.,0,3,False,True,,
saa?,0,2,False,True,,
saara,1,0,True,False,,
"sabad,",0,1,False,True,,
"sabafoɔ,",0,1,False,True,,
sadukifoɔ,0,1,False,True,,
safat,0,1,False,True,,
safin,1,0,True,False,,
safoa,1,0,True,False,,
"safohene,",0,1,False,True,,
sakaria,0,3,False,True,,
sakasaka,0,1,False,True,,
sakura,1,0,True,False,,
salmuna,0,1,False,True,,
salomo,0,9,False,True,,
salvador,1,0,True,False,,
samaria,0,1,False,True,,
samaria.,0,1,False,True,,
samuel,1,1,True,True,,
san,3,0,True,False,,
sanaherib,0,1,False,True,,
sanbalat,0,1,False,True,,
sane,1,3,True,True,,
sanee,1,2,True,True,,
"sanee,",0,1,False,True,,
sankuo,0,2,False,True,,
"sankuten,",0,1,False,True,,
sansani,0,3,False,True,,
sanyɛ,1,0,True,False,,
sarah,1,0,True,False,,
sarai,0,1,False,True,,
satan,15,0,True,False,,
saul,2,0,True,False,,
saulo,0,8,False,True,,
science,1,0,True,False,,
se,6,1,True,True,,
se:,0,4,False,True,,
seba,0,2,False,True,,
sebna,0,1,False,True,,
sebulon,0,1,False,True,,
"sebɔmmɔfoɔ,",0,1,False,True,,
sedekia,0,3,False,True,,
see,0,4,False,True,,
seesei,4,2,True,True,,
sefania,0,2,False,True,,
sefatia,0,1,False,True,,
sei,1,2,True,True,,
seir,0,2,False,True,,
seir.,0,1,False,True,,
seisei,1,0,True,False,,
sekan,1,0,True,False,,
sekem,0,1,False,True,,
selemia,0,2,False,True,,
selomot,0,1,False,True,,
seminit,0,1,False,True,,
sen,3,0,True,False,,
sena,1,0,True,False,,
sene,3,17,True,True,,
september,1,0,True,False,,
sered,0,1,False,True,,
serew,1,0,True,False,,
sereɛ,0,1,False,True,,
serubabel,0,1,False,True,,
serɛ,0,4,False,True,,
sesa,1,0,True,False,,
sesaa,1,0,True,False,,
sesae,1,0,True,False,,
sesai,0,1,False,True,,
sesak,0,1,False,True,,
sesee,0,1,False,True,,
set,0,1,False,True,,
setie,1,2,True,True,,
seventyfive,1,0,True,False,,
seyie?,0,2,False,True,,
seɛ,0,14,False,True,,
seɛ?,0,1,False,True,,
shallum,1,0,True,False,,
shɛma,1,0,True,False,,
si,20,7,True,True,,
siane,0,6,False,True,,
"siberɛ,",0,1,False,True,,
sidon,0,2,False,True,,
sie,0,3,False,True,,
sie.,0,1,False,True,,
siene.,0,1,False,True,,
siesie,1,1,True,True,,
siesiee,1,1,True,True,,
sif,0,1,False,True,,
sihon,0,1,False,True,,
sii,2,8,True,True,,
siiɛ,2,0,True,False,,
sija,1,0,True,False,,
sika,6,10,True,True,,
sika!,0,1,False,True,,
"sika,",0,1,False,True,,
sika;,0,1,False,True,,
"sikabereɛboɔ,",0,1,False,True,,
sikadwumfoɔ,0,1,False,True,,
silas,0,1,False,True,,
siloam,1,0,True,False,,
simeat,0,1,False,True,,
simei,0,2,False,True,,
simeon,0,1,False,True,,
simon,0,3,False,True,,
simri,0,1,False,True,,
simrit,0,1,False,True,,
sin,0,1,False,True,,
sinai,1,3,True,True,,
sinesusu,1,0,True,False,,
sintɔ,2,0,True,False,,
"sion,",0,2,False,True,,
siriafoɔ,0,6,False,True,,
